Unique ID	Card Identifiers	Set Identifiers	Name	Pitch	Cost	Power	Defense	Health	Intelligence	Rarity	Types	Card Keywords	Abilities and Effects	Ability and Effect Keywords	Granted Keywords	Functional Text	Flavor Text	Type Text	Artists	Card Played Horizontally	Blitz Legal	CC Legal	Commoner Legal	Blitz Living Legend	CC Living Legend	Blitz Banned	CC Banned	Commoner Banned	Blitz Suspended Start	Blitz Suspended End	CC Suspended Start	CC Suspended End	Commoner Suspended Start	Commoner Suspended End	Variations	Image URLs			
LfjLcLqfrPQKJ87JqTktQ	DVR002	DVR	Dawnblade, Resplendent			2				M	Warrior, Weapon, Sword, 2H		Once per Turn Action	Attack		"**Once per Turn Action** - {r}: **Attack**

The second time you attack with Dawnblade each turn, it gains +1{p} until end of turn."		Warrior Weapon – Sword (2H)	Nikolay Moskvin				No												C – DVR002 – N	https://storage.googleapis.com/fabmaster/media/images/DVR002.width-450.png – DVR002 – N			
GF7tMGBR8bkQ8kbdbjpqB	LGS100, DVR004, RVD004	LGS, DVR, RVD	Blossom of Spring			0				P, C, C	Generic, Equipment, Chest		Action	Go again		**Action** - Destroy Blossom of Spring: Gain {r}. **Go again**		Generic Equipment – Chest	Andy Aslamov																C – LGS100 – N – EA, R – DVR004 – N, R – RVD004 – N	https://storage.googleapis.com/fabmaster/media/images/DVR004.width-450.png – DVR004 – N, https://storage.googleapis.com/fabmaster/media/images/RVD004.width-450.png – RVD004 – N			
99krPTFzTPhgGhJG9GwWG	DVR007	DVR	Hala Goldenheim				3			M	Warrior, Mentor				Go again	"*(You may only have Hala in your deck if your hero is young.)*

While Hala is face down in arsenal, at the start of your turn, you may turn her face up.

While Hala is face up in arsenal, whenever a sword attack you control hits, it gains **go again** and put a lesson counter on Hala. Then if there are 2 or more lesson counters on Hala, banish her, search your deck for Glistening Steelblade, put it face up in arsenal, and shuffle."		Warrior Mentor	Federico Musetti				No												S – DVR007 – N	https://storage.googleapis.com/fabmaster/media/images/DVR007.width-450.png – DVR007 – N			
QTzFWzfqGqB9MD9gJNJFk	DVR008	DVR	Glistening Steelblade	2	1		3			M	Warrior, Action	Dorinthea Specialization, Go again			Go again	"**Dorinthea Specialization** *(You may only have Glistening Steelblade in your deck if your hero is Dorinthea.)*

Your next Dawnblade attack this turn has **go again**.

Whenever Dawnblade hits a hero this turn, put a +1{p} counter on it.

**Go again**"		Warrior Action	Carlos Cruchaga				No												S – DVR008 – N	https://storage.googleapis.com/fabmaster/media/images/DVR008.width-450.png – DVR008 – N			
P7hkQh8LcmCL7G7Pcgmtc	DVR009	DVR	En Garde	1	1		3			C	Warrior, Action	Go again				"Your next weapon attack this turn gains +3{p}.

**Go again**"		Warrior Action	Henrique Lindner																S – DVR009 – N	https://storage.googleapis.com/fabmaster/media/images/DVR009.width-450.png – DVR009 – N			
7q6wrBLNcQmLdwHCPMTLM	LGS102, DVR013	LGS, DVR	Run Through	2	1		3			P, R	Warrior, Attack Reaction				Go again	"Target sword attack gains **go again**.

Your next sword attack this turn gains +2{p}."		Warrior Attack Reaction	Andy Aslamov				No												R – LGS102 – N, S – DVR013 – N	https://storage.googleapis.com/fabmaster/media/images/DVR013.width-450.png – DVR013 – N			
pzBrDFmwQcQRqK6kWncGN	DVR014	DVR	Thrust	1	1		2			C	Generic, Attack Reaction					Target sword attack gains +3{p}.		Generic Attack Reaction	Isuardi Therianto																S – DVR014 – N	https://storage.googleapis.com/fabmaster/media/images/DVR014.width-450.png – DVR014 – N			
krnNKzCKCD768WTkdJrhC	DVR019	DVR	On a Knife Edge	2	0		2			C	Generic, Action	Go again			Go again	"Your next sword attack this turn gains **go again**.

**Go again**"		Generic Action	Othon Nikolaidis																S – DVR019 – N	https://storage.googleapis.com/fabmaster/media/images/DVR019.width-450.png – DVR019 – N			
HGHjNK6WkFgNWtkPRjPnc	DVR022	DVR	Visit the Blacksmith	3	0		2			C	Generic, Action	Go again				"Your next sword attack this turn gains +1{p}.

**Go again**"		Generic Action	Carlos Cruchaga																S – DVR022 – N	https://storage.googleapis.com/fabmaster/media/images/DVR022.width-450.png – DVR022 – N			
rBdPRgJgCgNNjtzzKCdDj	DVR023	DVR	Blade Flash	3	1		2			C	Generic, Attack Reaction				Go again	Target sword attack gains **go again**.		Generic Attack Reaction	Faizal Fikri																S – DVR023 – N	https://storage.googleapis.com/fabmaster/media/images/DVR023.width-450.png – DVR023 – N			
Mg9t6nHdQF6LWQmCkbmWW	DVR024	DVR	Toughen Up	3	2		4			C	Generic, Defense Reaction					*(Defense reactions can be played from hand or arsenal to defend. Toughen Up costs 2 to play.)*		Generic Defense Reaction	Federico Musetti																S – DVR024 – N	https://storage.googleapis.com/fabmaster/media/images/DVR024.width-450.png – DVR024 – N			
bmBrPrWBPPJJWRPMdGfQ9	DVR027, RVD027	DVR, RVD	Titanium Bauble	3			3			C, C	Generic, Resource							Generic Resource	Nikolay Moskvin																S – DVR027 – N, S – RVD027 – N	https://storage.googleapis.com/fabmaster/media/images/DVR027.width-450.png – DVR027 – N, https://storage.googleapis.com/fabmaster/media/images/RVD027.width-450.png – RVD027 – N			
BRmHWc9HWWWttWK88TJjK	RVD002	RVD	Bone Basher			4				C	Brute, Weapon, Club, 2H		Attack			**Once per Turn Action** - {r}{r}: **Attack**		Brute Weapon – Club (2H)	Mateusz Wisniewski																C – RVD002 – N	https://storage.googleapis.com/fabmaster/media/images/RVD002.width-450.png – RVD002 – N			
PtbpNPcJzzM7qFmJKnhNJ	RVD003	RVD	Bone Vizier				1			C	Brute, Equipment, Head	Blade Break				"When Bone Vizier is destroyed, reveal the top card of your deck. If it has 6 or more {p}, put it on top of your deck. Otherwise, put it on the bottom.

**Blade Break** *(When the combat chain closes, if this defended, destroy it.)*"		Brute Equipment – Head	Isuardi Therianto																R – RVD003 – N	https://storage.googleapis.com/fabmaster/media/images/RVD003.width-450.png – RVD003 – N			
KqFkq77RbTf9Nf99jKrWG	RVD007	RVD	Chief Ruk’utan				3			M	Brute, Mentor	Intimidate				"*(You may only have Ruk’utan in your deck if your hero is young.)*

While Ruk’utan is face down in arsenal, at the start of your turn, you may turn him face up.

While Ruk’utan is face up in arsenal, whenever you play a card with 6 or more {p}, **intimidate**, and put a lesson counter on him. Then if there are 2 or more lesson counters on Ruk’utan, banish him, search your deck for Alpha Rampage, put it face up in arsenal, and shuffle."		Brute Mentor	Othon Nikolaidis				No												S – RVD007 – N	https://storage.googleapis.com/fabmaster/media/images/RVD007.width-450.png – RVD007 – N			
dm7RHJRgP9rFbdqth8DWN	RVD009	RVD	Beast Mode	1	3	6	3			R	Brute, Action, Attack					If you have **intimidated** this turn, Beast Mode gains +2{p}.		Brute Action – Attack	Nikolay Moskvin				No												S – RVD009 – N	https://storage.googleapis.com/fabmaster/media/images/RVD009.width-450.png – RVD009 – N			
jHnPPf7NHr78zWzQrpbKm	LGS101, RVD013	LGS, RVD	Wrecking Ball	1	3	6				P, R	Brute, Action, Attack	Intimidate				When you attack with Wrecking Ball, draw a card then discard a random card. If a card with 6 or more {p} is discarded this way, **intimidate**.		Brute Action – Attack	Henrique Lindner				No												R – LGS101 – N, S – RVD013 – N	https://storage.googleapis.com/fabmaster/media/images/RVD013.width-450.png – RVD013 – N			
fFkjgbfJLRMMT9mbbRCzR	RVD015	RVD	Pack Call	2	3	6	3			R	Brute, Action, Attack					When you defend with Pack Call, reveal the top card of your deck. If it has 6 or more {p}, put it on top of your deck. Otherwise, put it on the bottom.		Brute Action – Attack	Kevin Sidharta				No												S – RVD015 – N	https://storage.googleapis.com/fabmaster/media/images/RVD015.width-450.png – RVD015 – N			
WGfzNwLmk6Db9zhPTGHdj	RVD018	RVD	Muscle Mutt	2	3	6	2			C	Generic, Action, Attack							Generic Action – Attack	Yugin Maffioli																S – RVD018 – N	https://storage.googleapis.com/fabmaster/media/images/RVD018.width-450.png – RVD018 – N			
KJwdfwJNwDKqqFMHFgFNW	RVD025	RVD	Clearing Bellow	3	0		3			R	Brute, Action	Intimidate, Go again				"**Intimidate** *(Target hero banishes face down a random card from their hand. At the beginning of the end phase, return it to its owner’s hand.)*

**Go again**"		Brute Action	Stanislav Sherbakov				No												S – RVD025 – N	https://storage.googleapis.com/fabmaster/media/images/RVD025.width-450.png – RVD025 – N			
TKPpf87BpFdjNjdPz8c6J	RVD026	RVD	Dodge	3	0		2			C	Generic, Defense Reaction					*(Defense reactions can be played from hand or arsenal to defend.)*		Generic Defense Reaction	Faizal Fikri																S – RVD026 – N	https://storage.googleapis.com/fabmaster/media/images/RVD026.width-450.png – RVD026 – N			
78pzMRjDPNPj8DQTrmH76	UPR000	UPR	Blood of the Dracai	1						F	Draconic, Resource, Gem	Legendary				"**Legendary** *(You may only have 1 Blood of the Dracai in your deck.)*

When you pitch Blood of the Dracai, the next 3 Draconic cards you play this turn cost {r} less."		Draconic Resource – Gem	Steve Argyle				No												R C – UPR000 – N	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR000.png – UPR000 – N			
gRmfm7jC76HbKHnMww8Kt	HER059, HER066, WIN018, UPR001	HER, HER, WIN, UPR	Dromai, Ash Artist					40	4	P, P, P, T	Draconic, Illusionist, Hero				Go again	"Whenever you pitch a red card, create an Ash Token. *(A red card is a card with a red color strip.)*

If you’ve played a red card this turn, dragons you control have **go again** while attacking. *(If an attacking dragon dies before chain link resolution, you don’t go again.)*"		Draconic Illusionist Hero	Katie Fox		No		No												C – HER059 – N, R – HER066 – N, G – WIN018 – N, S – UPR001 – N	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR001.png – UPR001 – N			
dtdG6KbnPkKBcthwL6rDm	HER062, UPR002	HER, UPR	Dromai					20	4	P, T	Draconic, Illusionist, Hero, Young				Go again	"Whenever you pitch a red card, create an Ash Token. *(A red card is a card with a red color strip.)*

If you’ve played a red card this turn, dragons you control have **go again** while attacking. *(If an attacking dragon dies before chain link resolution, you don’t go again.)*"		Draconic Illusionist Hero – Young	Katie Fox																C – HER062 – N, S – UPR002 – N	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR002.png – UPR002 – N			
fLFjLmQRgHHFgtjwK9bpp	UPR003	UPR	Storm of Sandikai							T	Draconic, Illusionist, Weapon, Scepter, 2H				Attack	"Dragon allies you control have “**Once per Turn Action** - 0: **Attack**”.

*(Allies can be attacked and can’t be defended by the controlling hero. They die when they have 0{h}. At end of turn, allies life totals are reset.)*"		Draconic Illusionist Weapon – Scepter (2H)	Othon Nikolaidis																S – UPR003 – N	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR003.png – UPR003 – N			
wPdGDcQWHKGjR8JNhkrdR	UPR004	UPR	Silken Form				0			C	Draconic, Illusionist, Equipment, Arms	Quell 1	Instant	Transform		"**Instant** - Destroy Silken Form: **Transform** target ash you control into an Aether Ashwing. *(Create an Aether Ashwing token and put the ash under it.)*

**Quell 1** *(If your hero would be dealt damage, you may pay {r} to prevent 1 of that damage. If you do, destroy Silken Form at the beginning of the end phase.)*"		Draconic Illusionist Equipment – Arms	Felicia Liang																S R – UPR004 – N, C – UPR004 – N – AT	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR004.png – UPR004 – N, https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR004_CF.png – UPR004 – N – AT			
pdkCP9DzcjMzLkfdwdHJK	UPR005	UPR	Burn Them All	1	0		3			M	Draconic, Illusionist, Action, Aura	Go again				"**Go again**

Once per turn, when a dragon you control attacks, it deals 1 arcane damage to each opposing hero.

At the beginning of your end phase, put a raze counter on Burn Them All then destroy it unless you banish red card from your graveyard for each raze counter on it."		Draconic Illusionist Action – Aura	Riordan Delmiro				No												S R C – UPR005 – N	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR005.png – UPR005 – N			
zKWKjmm7GzDqwLMkRBJF8	UPR006	UPR	Invoke Dracona Optimai	1	6		3			M – UPR006 – N, V – UPR006 – N – EA	Draconic, Illusionist, Action, Invocation	Legendary, Transform, Go again				"**Legendary** *(You may only have 1 Invoke Dracona Optimai in your deck.)*

**Transform** target ash you control into Dracona Optimai. **Go again** *(Put the ash under him.)*"	The dragon of devastation, said to serve only the Aesir of Flames.	Draconic Illusionist Action – Invocation	Alexander Mokhov				No												S – UPR006 – N, C – UPR006 – N – EA	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR006.png – UPR006 – N, https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR006_B_Front.png – UPR006 – N – EA			
NDDcbKQpmFnjQfRM8bChT	UPR006	UPR	Dracona Optimai			6		6		M – UPR006 – N, V – UPR006 – N – FA	Draconic, Illusionist, Dragon, Ally					Whenever Dracona Optimai attacks a hero, reveal the top 3 cards of your deck. He deals arcane damage equal to twice the number of red cards revealed this way to them or an ally they control.		Draconic Illusionist – Dragon Ally	Alexander Mokhov				No												S – UPR006 – N, C – UPR006 – N – FA	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR006_A_Back.png – UPR006 – N, https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR006_B_Back.png – UPR006 – N – FA			
WQCf9mPGPnjqqdMQTzKLM	UPR007	UPR	Invoke Tomeltai	1	5		3			M – UPR007 – N, V – UPR007 – N – EA	Draconic, Illusionist, Action, Invocation	Legendary, Transform, Go again				"**Legendary** *(You may only have 1 Invoke Tomeltai in your deck.)*

**Transform** target ash you control into Tomeltai. **Go again** *(Put the ash under him.)*"	The dragon of metallurgy, said to power the Imperial Furnace.	Draconic Illusionist Action – Invocation	Federico Musetti				No												S – UPR007 – N, C – UPR007 – N – EA	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR007.png – UPR007 – N, https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR007_B_Front.png – UPR007 – N – EA			
kmNqNm7kgjTdLztPWRcRq	UPR007	UPR	Tomeltai			5		5		M – UPR007 – N, V – UPR007 – N – FA	Draconic, Illusionist, Dragon, Ally					Whenever Tomeltai attacks a hero, reveal the top 2 cards of your deck. If 1 or more red cards are revealed this way, put that many -1{d} counters on an equipment they control, then if it has 0{d}, destroy it.		Draconic Illusionist – Dragon Ally	Federico Musetti				No												S – UPR007 – N, C – UPR007 – N – FA	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR007_A_Back.png – UPR007 – N, https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR007_B_Back.png – UPR007 – N – FA			
kLdkWrF6Chkgwd7MmWT7B	UPR008	UPR	Invoke Dominia	1	4		3			M – UPR008 – N, V – UPR008 – N – EA	Draconic, Illusionist, Action, Invocation	Legendary, Transform, Go again				"**Legendary** *(You may only have 1 Invoke Dominia in your deck.)*

**Transform** target ash you control into Dominia. **Go again** *(Put the ash under her.)*"	The dragon of dominion, said to oppress the Volcai.	Draconic Illusionist Action – Invocation	Steve Argyle				No												S – UPR008 – N, C – UPR008 – N – EA	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR008.png – UPR008 – N, https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR008_B_Front.png – UPR008 – N – EA			
Q8FNTfQn7t6NmWjfmhd8n	UPR008	UPR	Dominia			4		4		M – UPR008 – N, V – UPR008 – N – FA	Draconic, Illusionist, Dragon, Ally					Whenever Dominia attacks a hero, reveal the top card of your deck. If it’s a red card, look at their hand and banish a card from it.		Draconic Illusionist – Dragon Ally	Steve Argyle				No												S – UPR008 – N, C – UPR008 – N – FA	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR008_A_Back.png – UPR008 – N, https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR008_B_Back.png – UPR008 – N – FA			
8pWH7hFCfNWPgf6MfjcGQ	UPR009	UPR	Invoke Azvolai	1	0		3			R – UPR009 – N, V – UPR009 – N – EA	Draconic, Illusionist, Action, Invocation	Transform, Go again				"*(Invocations resolve flipped as an ally in the arena.*)

**Transform** target ash you control into Azvolai. **Go again** *(Put the ash under him.)*"	The dragon of choice, said to guard the crossroads of Sandikai.	Draconic Illusionist Action – Invocation	Federico Musetti				No												S – UPR009 – N, C – UPR009 – N – EA	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR009.png – UPR009 – N, https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR009_B_Front.png – UPR009 – N – EA			
HRfML7rctkbQLMQzzFTjm	UPR009	UPR	Azvolai			2		3		R – UPR009 – N, V – UPR009 – N – FA	Draconic, Illusionist, Dragon, Ally					Whenever Azvolai attacks, you may have him deal 1 arcane damage to up to any 2 targets.		Draconic Illusionist – Dragon Ally	Federico Musetti				No												S – UPR009 – N, C – UPR009 – N – FA	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR009_A_Back.png – UPR009 – N, https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR009_B_Back.png – UPR009 – N – FA			
DwzQDmqwC8BrhfQJ9MkjH	UPR010	UPR	Invoke Cromai	1	0		3			R – UPR010 – N, V – UPR010 – N – EA	Draconic, Illusionist, Action, Invocation	Transform, Go again				"*(Invocations resolve flipped as an ally in the arena.*)

**Transform** target ash you control into Cromai. **Go again** *(Put the ash under him.)*"	The dragon of engineering, said to soar over the Metrix rust belt.	Draconic Illusionist Action – Invocation	Asur Misoa				No												S – UPR010 – N, C – UPR010 – N – EA	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR010.png – UPR010 – N, https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR010_B_Front.png – UPR010 – N – EA			
QpzTPMGwpCHbzLWB9tgCM	UPR010	UPR	Cromai			3		2		R – UPR010 – N, V – UPR010 – N – FA	Draconic, Illusionist, Dragon, Ally					Once per turn, when Cromai attacks or leaves the arena, gain 1 action point.		Draconic Illusionist – Dragon Ally	Asur Misoa				No												S – UPR010 – N, C – UPR010 – N – FA	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR010_A_Back.png – UPR010 – N, https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR010_B_Back.png – UPR010 – N – FA			
gR9rwHd8JLCRjCwPzQBJQ	UPR011	UPR	Invoke Kyloria	1	1		3			R – UPR011 – N, V – UPR011 – N – EA	Draconic, Illusionist, Action, Invocation	Transform, Go again				"*(Invocations resolve flipped as an ally in the arena.*)

**Transform** target ash you control into Kyloria. **Go again** *(Put the ash under her.)*"	The dragon of greed, said to dwell in her lair deep beneath the Pits.	Draconic Illusionist Action – Invocation	Steve Argyle				No												S – UPR011 – N, C – UPR011 – N – EA	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR011.png – UPR011 – N, https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR011_B_Front.png – UPR011 – N – EA			
tHLdjT6dBpQ8HQdmrgN7n	UPR011	UPR	Kyloria			4		2		R – UPR011 – N, V – UPR011 – N – FA	Draconic, Illusionist, Dragon, Ally					Whenever Kyloria hits a hero, gain control of an item they control. If you don’t gain control of an item this way, draw a card.		Draconic Illusionist – Dragon Ally	Steve Argyle				No												S – UPR011 – N, C – UPR011 – N – FA	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR011_A_Back.png – UPR011 – N, https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR011_B_Back.png – UPR011 – N – FA			
BThmQMTrwKRrFcjHrc8Hq	UPR012	UPR	Invoke Miragai	1	1		3			R – UPR012 – N, V – UPR012 – N – EA	Draconic, Illusionist, Action, Invocation	Transform, Go again				"*(Invocations resolve flipped as an ally in the arena.*)

**Transform** target ash you control into Miragai. **Go again** *(Put the ash under him.)*"	The dragon of tactics, said to be adrift within the ash sprays of the Misterian coast.	Draconic Illusionist Action – Invocation	Carlos Cruchaga				No												S – UPR012 – N, C – UPR012 – N – EA	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR012.png – UPR012 – N, https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR012_B_Front.png – UPR012 – N – EA			
7KdNKGgrbBWhwCH9KJ8Lm	UPR012	UPR	Miragai			2		4		R – UPR012 – N, V – UPR012 – N – FA	Draconic, Illusionist, Dragon, Ally					Your first dragon attack each turn loses and can’t gain **phantasm**.		Draconic Illusionist – Dragon Ally	Carlos Cruchaga				No												S – UPR012 – N, C – UPR012 – N – FA	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR012_A_Back.png – UPR012 – N, https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR012_B_Back.png – UPR012 – N – FA			
pBbTLjDT6866mBHRkBDNJ	UPR013	UPR	Invoke Nekria	1	3		3			R – UPR013 – N, V – UPR013 – N – EA	Draconic, Illusionist, Action, Invocation	Transform, Go again				**Transform** target ash you control into Nekria. **Go again**		Draconic Illusionist Action – Invocation	Othon Nikolaidis				No												S – UPR013 – N, C – UPR013 – N – EA	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR013.png – UPR013 – N, https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR013_B_Front.png – UPR013 – N – EA			
PqDb7LJgPnRTQ98QBmqFP	UPR013	UPR	Nekria			4		7		R – UPR013 – N, V – UPR013 – N – FA	Draconic, Illusionist, Dragon, Ally					Whenever Nekria deals or is dealt damage, put a -1{h} counter on her and create an Ash token.		Draconic Illusionist – Dragon Ally	Othon Nikolaidis				No												S – UPR013 – N, C – UPR013 – N – FA	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR013_A_Back.png – UPR013 – N, https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR013_B_Back.png – UPR013 – N – FA			
c9jkDbgLrBQBMzmKBGDfK	UPR014	UPR	Invoke Ouvia	1	2		3			R – UPR014 – N, V – UPR014 – N – EA	Draconic, Illusionist, Action, Invocation	Transform, Go again				"*(Invocations resolve flipped as an ally in the arena.*)

**Transform** target ash you control into Ouvia. **Go again** *(Put the ash under her.)*"	The dragon of fertility, said to roost within the lush caverns of Aria.	Draconic Illusionist Action – Invocation	Mihail Spil-Haufter				No												S – UPR014 – N, C – UPR014 – N – EA	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR014.png – UPR014 – N, https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR014_B_Front.png – UPR014 – N – EA			
JWQRbBDNNGc6Mw7qHGRCj	UPR014	UPR	Ouvia			1		6		R – UPR014 – N, V – UPR014 – N – FA	Draconic, Illusionist, Dragon, Ally	Transform				At the start of your turn or when Ouvia enters the arena, **transform** up to 1 ash you control into an Aether Ashwing. *(Create an Aether Ashwing token and put the ash under it.)*		Draconic Illusionist – Dragon Ally	Mihail Spil-Haufter				No												S – UPR014 – N, C – UPR014 – N – FA	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR014_A_Back.png – UPR014 – N, https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR014_B_Back.png – UPR014 – N – FA			
dhPRgH7rbttJK8WCQJTFh	UPR015	UPR	Invoke Themai	1	2		3			R – UPR015 – N, V – UPR015 – N – EA	Draconic, Illusionist, Action, Invocation	Transform, Go again				"*(Invocations resolve flipped as an ally in the arena.*)

**Transform** target ash you control into Themai. **Go again** *(Put the ash under him.)*"	The dragon of law, said to watch over the golden plains of Solana.	Draconic Illusionist Action – Invocation	Carlos Cruchaga				No												S – UPR015 – N, C – UPR015 – N – EA	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR015.png – UPR015 – N, https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR015_B_Front.png – UPR015 – N – EA			
wrdG7Gm7NwrcM9RNNzfpH	UPR015	UPR	Themai			3		4		R – UPR015 – N, V – UPR015 – N – FA	Draconic, Illusionist, Dragon, Ally					Opponents can’t play cards or activate abilities during your turn.		Draconic Illusionist – Dragon Ally	Carlos Cruchaga				No												S – UPR015 – N, C – UPR015 – N – FA	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR015_A_Back.png – UPR015 – N, https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR015_B_Back.png – UPR015 – N – FA			
kqcbhFL8MBk6JTbgCjfjj	UPR016	UPR	Invoke Vynserakai	1	3		3			R – UPR016 – N, V – UPR016 – N – EA	Draconic, Illusionist, Action, Invocation	Transform, Go again				"*(Invocations resolve flipped as an ally in the arena.*)

**Transform** target ash you control into Vynserakai. **Go again** *(Put the ash under him.)*"	The dragon of aggression, said to prowl the Red Desert.	Draconic Illusionist Action – Invocation	Mateusz Wisniewski				No												S – UPR016 – N, C – UPR016 – N – EA	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR016.png – UPR016 – N, https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR016_B_Front.png – UPR016 – N – EA			
bjjBKr8QFd6nQKkqFFJdj	UPR016	UPR	Vynserakai			6		1		R – UPR016 – N, V – UPR016 – N – FA	Draconic, Illusionist, Dragon, Ally					Whenever Vynserakai hits a hero, he deals 3 arcane damage to them.		Draconic Illusionist – Dragon Ally	Mateusz Wisniewski				No												S – UPR016 – N, C – UPR016 – N – FA	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR016_A_Back.png – UPR016 – N, https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR016_B_Back.png – UPR016 – N – FA			
gghQGngPWwBqF9MJtwzhz	UPR017	UPR	Invoke Yendurai	1	1		3			R – UPR017 – N, V – UPR017 – N – EA	Draconic, Illusionist, Action, Invocation	Transform, Go again				"*(Invocations resolve flipped as an ally in the arena.*)

**Transform** target ash you control into Yendurai. **Go again** *(Put the ash under him.)*"	The dragon of endurance, said to be rooted deep within the Savage Lands.	Draconic Illusionist Action – Invocation	Othon Nikolaidis				No												S – UPR017 – N, C – UPR017 – N – EA	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR017.png – UPR017 – N, https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR017_B_Front.png – UPR017 – N – EA			
Wr7Rf97jnFcckncNGrWD7	UPR017	UPR	Yendurai			3		3		R – UPR017 – N, V – UPR017 – N – FA	Draconic, Illusionist, Dragon, Ally					"Yendurai enters the arena with an endurance counter on him.

If Yendurai would be dealt damage, remove an endurance counter from him to prevent 3 of that damage."		Draconic Illusionist – Dragon Ally	Othon Nikolaidis				No												S – UPR017 – N, C – UPR017 – N – FA	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR017_A_Back.png – UPR017 – N, https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR017_B_Back.png – UPR017 – N – FA			
m9Q9HM6wgHFPDbgCTwKJm	UPR018	UPR	Billowing Mirage	1	1	3	3			C	Draconic, Illusionist, Action, Attack	Transform, Go again				"When you attack with Billowing Mirage, **transform** up to 1 ash you control into an Aether Ashwing. *(Create an Aether Ashwing token and put the ash under it.)*

**Go again**"		Draconic Illusionist Action – Attack	Hoàng Lập																S R – UPR018 – N	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR018.png – UPR018 – N			
hMwJjHmHmwkMLQN7m6Ck9	UPR019	UPR	Billowing Mirage	2	1	2	3			C	Draconic, Illusionist, Action, Attack	Transform, Go again				"When you attack with Billowing Mirage, **transform** up to 1 ash you control into an Aether Ashwing. *(Create an Aether Ashwing token and put the ash under it.)*

**Go again**"		Draconic Illusionist Action – Attack	Hoàng Lập																S R – UPR019 – N	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR019.png – UPR019 – N			
